data,var_%_dolar,var_%_ibov,var_%_marfrig,var_%_jbs,var_%_brf,var_%_ipca,var_%_balanca_com,var_%_exp_carnes
apr/2010,-1.8131216013666505,5.813054084607604,-7.322663592419403,-11.521748501111778,13.636394585283151,9.615384615384603,8.37698257409234,-2.7543023153962176
apr/2011,-1.904991461386733,4.566520236100418,-2.5017437651858283,-5.759995453382967,1.0034820594562772,-2.5316455696202556,-3.1777191037203334,15.278952470892303
apr/2012,6.355592864498075,-2.3858703786858255,11.73709912640126,-2.2388232574573927,20.43031202147283,204.7619047619048,0.9762057367450394,-0.8248017434835608
apr/2013,2.0882873271188025,-1.7263202306448209,-11.702118368343244,2.727270345907576,2.7450862266651637,17.021276595744705,-11.504751781949086,-9.791178442290583
apr/2014,-2.7470655172903538,7.901006675395479,10.199004006228988,0.5326032217884756,-5.560876957545427,-27.173913043478258,-8.845218030423595,-9.627919685626097
apr/2015,12.397765683156443,2.5499304208071187,-15.000003967331407,17.350164742514114,-17.514135405781914,-46.21212121212122,12.569046400139449,-2.054305742063678
apr/2016,-10.625731003185608,14.595893205203753,6.5182811598362465,-7.553627739826241,-2.8132812697206986,41.86046511627908,9.824637885647181,21.30379847799686
apr/2017,0.44401240666445896,-2.6541671020615323,-9.37998050402524,-13.52042227729065,-11.09090595785097,-43.99999999999999,18.353540780104204,37.64813408161414
apr/2018,1.7628190762485345,-0.8339384853240882,-4.426227574819974,-5.527632658590479,-18.131854594508958,144.44444444444446,0.10237127867367413,71.54093768156942
apr/2019,4.669778652124162,1.5327047482136062,8.228974309068352,14.943328176347453,10.954612558794246,-24.00000000000001,-4.078142225971726,3.2244912831745687
apr/2020,17.161639457505252,-33.44243845252052,-28.682173848546377,-7.04524507355389,-31.705303731403617,-542.8571428571428,24.807278486259456,8.761872919039494
apr/2021,0.602043544017055,4.4573344813522455,24.877708971186834,13.492367880883682,5.699467458435223,-66.66666666666667,10.989805862255775,3.216337453698559
apr/2022,-8.153689761340157,5.553336690572525,-6.417570682327669,2.626553359848012,15.31531117288617,-34.5679012345679,5.140044256153464,2.207730068835323
apr/2023,-3.3155660436640373,-2.7580591081094026,-4.109597091961183,-9.895841024506352,-11.305872628409004,-14.084507042253513,15.280729214476207,13.863710255061745
apr/2024,0.8732707720831984,-1.6953088713423132,5.20408403126786,-7.330066559828502,0.7352898896360429,137.5,-6.42186714619929,-19.978092345342404
aug/2010,-3.1130131759762767,11.890064667842445,4.588253302766779,11.39240468553895,2.189770350347324,300.0,-2.930042585452808,4.7575564049777475
aug/2011,-0.9542774290342483,-7.663185790453356,-3.9265289521369597,-14.787418722212886,13.293648416590486,131.25,-14.04263103740755,-9.542147143232283
aug/2012,2.389610186136707,1.7004004168723603,-0.32050615467665905,-10.338982621914388,14.391150462301393,-4.651162790697683,-5.272420039534409,-9.997543503757955
aug/2013,3.859861013246324,4.046157103535888,-7.393016739784025,2.945513162797754,-7.326716071352893,700.0,12.292920237890126,-1.903795507358308
aug/2014,2.1974028684395543,5.138139211224164,13.175711803808182,16.445640576557107,7.834082071303361,2400.0,11.181523556332461,6.928298724745385
aug/2015,10.019302852730426,-4.966071496265969,-9.010613942874917,-6.816747904996519,-1.9555722355875382,-64.51612903225806,25.882200404567524,3.2855726185417433
aug/2016,1.2570614000545421,8.659276702467789,-0.8912545846607747,16.00000490301379,4.94505221474192,-15.384615384615385,-8.416902017727136,-7.177555442590244
aug/2017,-1.6332614058570374,5.11378002528445,-4.852957640665847,14.413073009156246,1.6949348768772343,-20.833333333333325,-10.319801490470958,-14.103572132548214
aug/2018,-3.1633831002473327,8.871499176276771,-0.4895962480690053,-2.2604981158243724,16.614898737850822,-127.27272727272727,-10.159882010439203,-6.869451915591329
aug/2019,-0.9819414413736478,0.7756068679692125,3.240778563734138,16.569894932533042,5.555550181655594,-42.10526315789473,2.436831932010719,-5.909252395221953
aug/2020,-4.403390426850322,6.888558568859598,17.219089732316995,7.70705024951312,4.5171449272780295,-33.333333333333336,1.981524436622517,5.625543227667862
aug/2021,4.81969007696642,-2.506644597584072,1.799482852324604,13.971858758653266,-3.6441649256528,-9.375,-7.304858623435095,-12.673201685945612
aug/2022,-1.5384626558958847,3.3055763283950115,4.769480537339275,0.28373226096911686,-4.360467740205164,-47.058823529411775,-8.220382920893554,-12.135367078140192
aug/2023,-1.2436815989323442,1.3160863352635932,3.4722335568178795,8.006829139551721,-1.919385135724247,91.66666666666667,-6.276511702284893,-8.787366568202792
aug/2024,1.1570329964942632,2.1464423739957343,-6.682579065840059,5.601466731175677,-3.4379673707961973,-105.26315789473684,-3.8370440227186053,8.464552200010122
dec/2010,4.1489497749564315,-3.0952613853914843,-13.285320761914242,3.400309372444961,7.084037436836918,-24.096385542168676,11.65871676622059,-5.711313580911604
dec/2011,6.8305360050940775,1.4304903790799506,14.142839403758314,31.923850600373903,2.4590138312649494,-3.8461538461538547,15.523952024988219,21.391752227876836
dec/2012,5.227079619861153,-0.3100217529075245,0.09346390965007749,-19.01307100906283,-8.482147499026034,31.666666666666686,17.884829514965862,3.2896818278851825
dec/2013,4.43588016812152,-5.124692203728732,-6.971662013046731,1.8495712730340192,3.434311719504117,70.37037037037037,5.054459668944067,-7.679691977714409
dec/2014,4.889166234398204,-3.0974845681872947,3.087472308977767,4.579443935000633,-11.951227668274335,52.941176470588246,5.068816564789103,-4.834476412537569
dec/2015,0.3946652773669733,-6.257543596786948,-9.876522892489202,-15.606927378189386,-11.969093020376901,-4.950495049504955,19.264208841477704,0.5400878375155127
dec/2016,6.506787608943135,-6.030698291381107,12.966245331185803,-6.878838510801462,21.194017707482303,66.66666666666667,-0.5462437080985816,-8.155681531898995
dec/2017,0.04893647926860856,-2.1131339401820544,9.20634434439437,9.274189970499174,-4.926520696068946,57.14285714285714,4.714495405766472,5.426149401296332
dec/2018,3.883678237254519,1.584501068774811,-2.1538533654691263,17.48525376509568,0.5424985537295468,-171.42857142857144,13.851667061636984,7.9333023106821
dec/2019,5.480588001038213,0.7994750268032089,0.09225680716024007,-0.42374526532280593,48.362219941729364,125.49019607843137,12.228916666575262,1.1126239790640202
dec/2020,-7.1463370393538925,16.475043677487523,5.090907188338766,22.919930914433177,2.5421758199662348,51.685393258426984,-5.6640452382604405,14.988127873561453
dec/2021,-0.2277158376517439,-4.524826860948735,-14.033024405603703,-6.085497962621632,-11.543002187611608,-23.1578947368421,5.839400830260177,-34.624954055871605
dec/2022,0.05385457019421622,-5.133884665053152,-25.45786819798409,-9.867764778867743,-13.71552806593602,51.21951219512195,-1.637195831085636,2.8592550006180772
dec/2023,-2.2049633461216738,11.34259862845819,54.461546890335335,16.617792878142982,-1.7105278430553217,100.0,-1.8790139221737112,-8.926163971400214
dec/2024,3.1747631957560882,-2.251777616471929,23.031880493547124,9.059152197977829,4.340277605310641,33.33333333333333,4.275972052295662,10.803635872659934
feb/2010,8.342063674404821,-4.958241130701692,18.041221035046075,-2.068251812473023,18.21307831944,4.0000000000000036,-2.5796115164756883,-9.054773348080259
feb/2011,3.1878726627821137,-3.023069666390326,-11.974111771375407,-9.943954761418388,-2.064896056890192,-3.6144578313252906,-4.633377670448113,-22.663826388148646
feb/2012,-6.309405806707867,8.946258331224161,-7.675185602282679,17.971504671475362,1.1538481518206778,-19.64285714285715,6.756803281263868,11.68770992440007
feb/2013,-2.9307046793963534,-3.515587529976019,18.006803885645187,21.6612009101019,15.452926077068566,-30.23255813953488,18.69765452268879,16.77739750145555
feb/2014,2.674639689012918,-8.329194890844441,5.714298904376132,-6.27907942443536,-4.888908564278728,25.45454545454544,11.256038476332918,-8.461147004045234
feb/2015,0.9268340094005653,-1.7748186015831133,-13.78092181899474,7.582945240060498,-10.33756062779779,-1.6129032258064502,12.864650984650815,-5.142592188045669
feb/2016,1.1924067486098235,-3.7279608931919035,-1.7656269656229444,-10.622379514083992,-1.9999928639999305,-29.13385826771654,0.07071192141268057,-21.454653089197993
feb/2017,-3.169189096886678,8.805316417459599,2.9687474790915025,9.115009924365118,1.1764759773714337,-13.157894736842103,11.664516004674264,8.280377845037169
feb/2018,-3.7156853416833178,9.762360221334943,-6.849294659824798,0.8910803829794662,-10.284683008987752,10.344827586206918,13.908203054515678,8.099898732574617
feb/2019,-6.1134024419469215,7.525381268404166,13.27434450224354,23.505018909609767,20.472450753901438,34.375,28.6480177240001,-11.329818700983418
feb/2020,6.617574871990836,-3.3262209777942706,11.829030436208091,3.382375487870674,-0.404650396518455,19.047619047619047,24.121642154278277,14.852246632815614
feb/2021,5.17517228762535,-1.006258540123821,-6.923085755492902,3.5027763209778287,-7.76892254344383,244.0,4.3208774159505525,4.457122513422629
feb/2022,-4.779775865223577,8.876849945151172,4.889527486796785,-3.768911391036802,-13.218396423886466,87.03703703703702,5.057205069788373,-18.64311257057213
feb/2023,-4.035573287628658,5.571745506505227,-2.990426802676599,-6.2470860179110215,9.842525538707608,58.49056603773584,16.08013534505219,26.441516395048836
feb/2024,2.0905039953850855,-3.1771630104674564,-4.663208521429564,-8.224076134215675,-7.78688740839206,97.61904761904762,12.562521823866192,1.6319755186258833
jan/2010,-1.1500851842592459,2.124278299410976,-0.25705928710496434,1.8967134527691707,1.2173851880466504,102.70270270270272,6.9227164780541806,17.254745855530572
jan/2011,-5.774277047264033,0.8882992530210828,17.358152352204485,6.726433589762565,4.307670184458388,31.746031746031743,4.979882734779784,13.59236441243825
jan/2012,3.0033224974636705,1.929724988390692,12.51564952728073,-9.935878242523195,3.999989576309392,12.00000000000001,5.047667148506174,4.149074485297577
